Tue Aug  4 11:12:12 2020
Program 4: 60s Stillstand
{'Time': 9644, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 6.18, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 1141}
{'Time': 18155, 'Left_wheel_dist': -2424, 'Right_wheel_dist': -2422, 'IMU_roll': -0.01, 'IMU_pitch': -0.05, 'IMU_yaw': 5.57, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18254, 'Left_wheel_dist': -2474, 'Right_wheel_dist': -2472, 'IMU_roll': -0.02, 'IMU_pitch': -0.05, 'IMU_yaw': 5.60, 'IMU_Acc_x': -0.29, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.47, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18353, 'Left_wheel_dist': -2527, 'Right_wheel_dist': -2522, 'IMU_roll': -0.02, 'IMU_pitch': -0.05, 'IMU_yaw': 5.63, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.91, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 18451, 'Left_wheel_dist': -2581, 'Right_wheel_dist': -2566, 'IMU_roll': -0.02, 'IMU_pitch': -0.06, 'IMU_yaw': 5.67, 'IMU_Acc_x': -0.49, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.48, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18549, 'Left_wheel_dist': -2636, 'Right_wheel_dist': -2612, 'IMU_roll': -0.02, 'IMU_pitch': -0.05, 'IMU_yaw': 5.71, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18655, 'Left_wheel_dist': -2692, 'Right_wheel_dist': -2660, 'IMU_roll': -0.02, 'IMU_pitch': -0.05, 'IMU_yaw': 5.75, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.42, 'IMU_Acc_z': 9.73, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 18754, 'Left_wheel_dist': -2743, 'Right_wheel_dist': -2708, 'IMU_roll': -0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 5.79, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18853, 'Left_wheel_dist': -2795, 'Right_wheel_dist': -2754, 'IMU_roll': -0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 5.83, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18953, 'Left_wheel_dist': -2843, 'Right_wheel_dist': -2797, 'IMU_roll': 0.00, 'IMU_pitch': -0.03, 'IMU_yaw': 5.88, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 10.05, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19052, 'Left_wheel_dist': -2893, 'Right_wheel_dist': -2845, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 5.93, 'IMU_Acc_x': -0.38, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 10.01, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19151, 'Left_wheel_dist': -2943, 'Right_wheel_dist': -2897, 'IMU_roll': 0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.27, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19251, 'Left_wheel_dist': -2996, 'Right_wheel_dist': -2943, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.02, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.41, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 19351, 'Left_wheel_dist': -3046, 'Right_wheel_dist': -2985, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.06, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19450, 'Left_wheel_dist': -3098, 'Right_wheel_dist': -3026, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.10, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19550, 'Left_wheel_dist': -3144, 'Right_wheel_dist': -3072, 'IMU_roll': 0.04, 'IMU_pitch': -0.02, 'IMU_yaw': 6.14, 'IMU_Acc_x': -0.41, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19657, 'Left_wheel_dist': -3201, 'Right_wheel_dist': -3120, 'IMU_roll': 0.04, 'IMU_pitch': -0.02, 'IMU_yaw': 6.18, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 19757, 'Left_wheel_dist': -3251, 'Right_wheel_dist': -3163, 'IMU_roll': 0.05, 'IMU_pitch': -0.02, 'IMU_yaw': 6.21, 'IMU_Acc_x': -0.35, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 10.10, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 19855, 'Left_wheel_dist': -3303, 'Right_wheel_dist': -3205, 'IMU_roll': 0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 6.25, 'IMU_Acc_x': -0.20, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.61, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19954, 'Left_wheel_dist': -3355, 'Right_wheel_dist': -3255, 'IMU_roll': 0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 0.00, 'IMU_Acc_x': -0.24, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20054, 'Left_wheel_dist': -3408, 'Right_wheel_dist': -3303, 'IMU_roll': 0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 0.04, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20153, 'Left_wheel_dist': -3456, 'Right_wheel_dist': -3349, 'IMU_roll': 0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 0.09, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20259, 'Left_wheel_dist': -3506, 'Right_wheel_dist': -3397, 'IMU_roll': 0.09, 'IMU_pitch': -0.02, 'IMU_yaw': 0.14, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.29, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 20359, 'Left_wheel_dist': -3549, 'Right_wheel_dist': -3445, 'IMU_roll': 0.10, 'IMU_pitch': -0.02, 'IMU_yaw': 0.19, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 9.58, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20459, 'Left_wheel_dist': -3589, 'Right_wheel_dist': -3497, 'IMU_roll': 0.11, 'IMU_pitch': -0.02, 'IMU_yaw': 0.25, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.16, 'IMU_Acc_z': 10.04, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20558, 'Left_wheel_dist': -3626, 'Right_wheel_dist': -3545, 'IMU_roll': 0.11, 'IMU_pitch': -0.03, 'IMU_yaw': 0.31, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': 0.35, 'IMU_Acc_z': 9.34, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20658, 'Left_wheel_dist': -3658, 'Right_wheel_dist': -3595, 'IMU_roll': 0.11, 'IMU_pitch': -0.03, 'IMU_yaw': 0.38, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20757, 'Left_wheel_dist': -3691, 'Right_wheel_dist': -3652, 'IMU_roll': 0.11, 'IMU_pitch': -0.03, 'IMU_yaw': 0.45, 'IMU_Acc_x': -0.25, 'IMU_Acc_y': 0.70, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20856, 'Left_wheel_dist': -3715, 'Right_wheel_dist': -3711, 'IMU_roll': 0.13, 'IMU_pitch': -0.03, 'IMU_yaw': 0.53, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 1.15, 'IMU_Acc_z': 9.51, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20956, 'Left_wheel_dist': -3737, 'Right_wheel_dist': -3763, 'IMU_roll': 0.12, 'IMU_pitch': -0.03, 'IMU_yaw': 0.62, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': 0.53, 'IMU_Acc_z': 9.96, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21055, 'Left_wheel_dist': -3752, 'Right_wheel_dist': -3815, 'IMU_roll': 0.11, 'IMU_pitch': -0.02, 'IMU_yaw': 0.71, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.71, 'IMU_Acc_z': 9.55, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21154, 'Left_wheel_dist': -3763, 'Right_wheel_dist': -3870, 'IMU_roll': 0.10, 'IMU_pitch': -0.00, 'IMU_yaw': 0.81, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': 0.41, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21261, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -3927, 'IMU_roll': 0.09, 'IMU_pitch': 0.01, 'IMU_yaw': 0.91, 'IMU_Acc_x': 0.53, 'IMU_Acc_y': 0.30, 'IMU_Acc_z': 10.18, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 21359, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -3977, 'IMU_roll': 0.08, 'IMU_pitch': 0.01, 'IMU_yaw': 1.00, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': 0.73, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21457, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4031, 'IMU_roll': 0.07, 'IMU_pitch': 0.02, 'IMU_yaw': 1.08, 'IMU_Acc_x': 0.53, 'IMU_Acc_y': 0.26, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21555, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4092, 'IMU_roll': 0.07, 'IMU_pitch': 0.02, 'IMU_yaw': 1.17, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': 0.52, 'IMU_Acc_z': 9.57, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21660, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4149, 'IMU_roll': 0.06, 'IMU_pitch': 0.02, 'IMU_yaw': 1.25, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.66, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 21758, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4201, 'IMU_roll': 0.05, 'IMU_pitch': 0.03, 'IMU_yaw': 1.31, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.28, 'IMU_Acc_z': 9.36, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21856, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4258, 'IMU_roll': 0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 1.36, 'IMU_Acc_x': 0.56, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.93, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21960, 'Left_wheel_dist': -3774, 'Right_wheel_dist': -4315, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 1.41, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 10.18, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 22059, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -4365, 'IMU_roll': 0.04, 'IMU_pitch': 0.06, 'IMU_yaw': 1.45, 'IMU_Acc_x': 0.25, 'IMU_Acc_y': 0.25, 'IMU_Acc_z': 9.69, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22156, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -4422, 'IMU_roll': 0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 1.48, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.55, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22262, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -4483, 'IMU_roll': 0.03, 'IMU_pitch': 0.07, 'IMU_yaw': 1.51, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.92, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 22360, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -4533, 'IMU_roll': 0.03, 'IMU_pitch': 0.08, 'IMU_yaw': 1.54, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.16, 'IMU_Acc_z': 9.48, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22456, 'Left_wheel_dist': -3772, 'Right_wheel_dist': -4576, 'IMU_roll': 0.02, 'IMU_pitch': 0.09, 'IMU_yaw': 1.57, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 10.09, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22561, 'Left_wheel_dist': -3770, 'Right_wheel_dist': -4629, 'IMU_roll': 0.02, 'IMU_pitch': 0.10, 'IMU_yaw': 1.60, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 10.15, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 22661, 'Left_wheel_dist': -3768, 'Right_wheel_dist': -4677, 'IMU_roll': 0.03, 'IMU_pitch': 0.11, 'IMU_yaw': 1.63, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': 0.37, 'IMU_Acc_z': 10.01, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 22761, 'Left_wheel_dist': -3757, 'Right_wheel_dist': -4718, 'IMU_roll': 0.04, 'IMU_pitch': 0.12, 'IMU_yaw': 1.67, 'IMU_Acc_x': 0.61, 'IMU_Acc_y': 0.32, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22859, 'Left_wheel_dist': -3744, 'Right_wheel_dist': -4760, 'IMU_roll': 0.05, 'IMU_pitch': 0.12, 'IMU_yaw': 1.71, 'IMU_Acc_x': 0.64, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.83, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22958, 'Left_wheel_dist': -3728, 'Right_wheel_dist': -4803, 'IMU_roll': 0.05, 'IMU_pitch': 0.12, 'IMU_yaw': 1.76, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.25, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23056, 'Left_wheel_dist': -3711, 'Right_wheel_dist': -4845, 'IMU_roll': 0.04, 'IMU_pitch': 0.12, 'IMU_yaw': 1.81, 'IMU_Acc_x': 0.60, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 10.39, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23162, 'Left_wheel_dist': -3691, 'Right_wheel_dist': -4886, 'IMU_roll': 0.04, 'IMU_pitch': 0.11, 'IMU_yaw': 1.87, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.48, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 23261, 'Left_wheel_dist': -3672, 'Right_wheel_dist': -4923, 'IMU_roll': 0.03, 'IMU_pitch': 0.10, 'IMU_yaw': 1.92, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.62, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 23359, 'Left_wheel_dist': -3652, 'Right_wheel_dist': -4956, 'IMU_roll': 0.03, 'IMU_pitch': 0.09, 'IMU_yaw': 1.97, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23457, 'Left_wheel_dist': -3634, 'Right_wheel_dist': -4989, 'IMU_roll': 0.03, 'IMU_pitch': 0.09, 'IMU_yaw': 2.02, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.61, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23558, 'Left_wheel_dist': -3619, 'Right_wheel_dist': -5026, 'IMU_roll': 0.03, 'IMU_pitch': 0.07, 'IMU_yaw': 2.08, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.67, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 23657, 'Left_wheel_dist': -3602, 'Right_wheel_dist': -5061, 'IMU_roll': 0.04, 'IMU_pitch': 0.07, 'IMU_yaw': 2.14, 'IMU_Acc_x': 0.67, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23756, 'Left_wheel_dist': -3580, 'Right_wheel_dist': -5091, 'IMU_roll': 0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 2.22, 'IMU_Acc_x': 0.54, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.96, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23863, 'Left_wheel_dist': -3556, 'Right_wheel_dist': -5126, 'IMU_roll': 0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 2.31, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 23962, 'Left_wheel_dist': -3530, 'Right_wheel_dist': -5157, 'IMU_roll': 0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 2.40, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24061, 'Left_wheel_dist': -3506, 'Right_wheel_dist': -5189, 'IMU_roll': 0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 2.50, 'IMU_Acc_x': 0.25, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24160, 'Left_wheel_dist': -3484, 'Right_wheel_dist': -5228, 'IMU_roll': 0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 2.64, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24259, 'Left_wheel_dist': -3456, 'Right_wheel_dist': -5266, 'IMU_roll': 0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 2.78, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 10.10, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24358, 'Left_wheel_dist': -3432, 'Right_wheel_dist': -5300, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 2.92, 'IMU_Acc_x': 0.25, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.47, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24457, 'Left_wheel_dist': -3410, 'Right_wheel_dist': -5333, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 3.07, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24564, 'Left_wheel_dist': -3390, 'Right_wheel_dist': -5366, 'IMU_roll': -0.05, 'IMU_pitch': 0.01, 'IMU_yaw': 3.24, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.45, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 24664, 'Left_wheel_dist': -3377, 'Right_wheel_dist': -5396, 'IMU_roll': -0.10, 'IMU_pitch': -0.01, 'IMU_yaw': 3.33, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': -0.84, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24762, 'Left_wheel_dist': -3371, 'Right_wheel_dist': -5427, 'IMU_roll': -0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 3.44, 'IMU_Acc_x': -0.44, 'IMU_Acc_y': -0.61, 'IMU_Acc_z': 9.63, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24861, 'Left_wheel_dist': -3373, 'Right_wheel_dist': -5455, 'IMU_roll': -0.03, 'IMU_pitch': -0.00, 'IMU_yaw': 3.52, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 10.10, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24961, 'Left_wheel_dist': -3382, 'Right_wheel_dist': -5481, 'IMU_roll': -0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 3.58, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': -0.54, 'IMU_Acc_z': 9.66, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25059, 'Left_wheel_dist': -3392, 'Right_wheel_dist': -5510, 'IMU_roll': -0.05, 'IMU_pitch': -0.03, 'IMU_yaw': 3.63, 'IMU_Acc_x': -0.36, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25158, 'Left_wheel_dist': -3412, 'Right_wheel_dist': -5538, 'IMU_roll': -0.04, 'IMU_pitch': -0.06, 'IMU_yaw': 3.65, 'IMU_Acc_x': -0.50, 'IMU_Acc_y': -0.55, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25259, 'Left_wheel_dist': -3436, 'Right_wheel_dist': -5566, 'IMU_roll': -0.06, 'IMU_pitch': -0.05, 'IMU_yaw': 3.64, 'IMU_Acc_x': -0.46, 'IMU_Acc_y': -0.77, 'IMU_Acc_z': 9.78, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 25357, 'Left_wheel_dist': -3471, 'Right_wheel_dist': -5595, 'IMU_roll': -0.05, 'IMU_pitch': -0.00, 'IMU_yaw': 3.62, 'IMU_Acc_x': -0.25, 'IMU_Acc_y': -0.48, 'IMU_Acc_z': 9.97, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25463, 'Left_wheel_dist': -3510, 'Right_wheel_dist': -5628, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.58, 'IMU_Acc_x': -0.14, 'IMU_Acc_y': -0.27, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 25564, 'Left_wheel_dist': -3547, 'Right_wheel_dist': -5658, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.55, 'IMU_Acc_x': -0.14, 'IMU_Acc_y': -0.33, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25663, 'Left_wheel_dist': -3587, 'Right_wheel_dist': -5684, 'IMU_roll': 0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25762, 'Left_wheel_dist': -3621, 'Right_wheel_dist': -5710, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.48, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25862, 'Left_wheel_dist': -3658, 'Right_wheel_dist': -5737, 'IMU_roll': -0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 3.44, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25961, 'Left_wheel_dist': -3698, 'Right_wheel_dist': -5761, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.38, 'IMU_Acc_x': -0.37, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.42, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26060, 'Left_wheel_dist': -3737, 'Right_wheel_dist': -5791, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.34, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 10.21, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26160, 'Left_wheel_dist': -3776, 'Right_wheel_dist': -5822, 'IMU_roll': 0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.29, 'IMU_Acc_x': -0.42, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 9.55, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26259, 'Left_wheel_dist': -3818, 'Right_wheel_dist': -5854, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 3.23, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 10.01, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26359, 'Left_wheel_dist': -3859, 'Right_wheel_dist': -5885, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.17, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26460, 'Left_wheel_dist': -3901, 'Right_wheel_dist': -5918, 'IMU_roll': -0.02, 'IMU_pitch': -0.00, 'IMU_yaw': 3.12, 'IMU_Acc_x': -0.28, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.76, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 26559, 'Left_wheel_dist': -3946, 'Right_wheel_dist': -5952, 'IMU_roll': -0.00, 'IMU_pitch': -0.04, 'IMU_yaw': 3.04, 'IMU_Acc_x': -0.57, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.68, 'Loop_dt': 18, 'Acc_Accu': 9}
