Tue Aug  4 12:06:23 2020
Program 4: 60s Stillstand
{'Time': 9641, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 6.03, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 1139}
{'Time': 18153, 'Left_wheel_dist': -2187, 'Right_wheel_dist': -2224, 'IMU_roll': -0.04, 'IMU_pitch': -0.09, 'IMU_yaw': 5.40, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18251, 'Left_wheel_dist': -2232, 'Right_wheel_dist': -2259, 'IMU_roll': -0.02, 'IMU_pitch': -0.07, 'IMU_yaw': 5.37, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18357, 'Left_wheel_dist': -2278, 'Right_wheel_dist': -2298, 'IMU_roll': -0.00, 'IMU_pitch': -0.05, 'IMU_yaw': 5.34, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.18, 'IMU_Acc_z': 9.91, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 18456, 'Left_wheel_dist': -2324, 'Right_wheel_dist': -2335, 'IMU_roll': -0.00, 'IMU_pitch': -0.05, 'IMU_yaw': 5.33, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.32, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18555, 'Left_wheel_dist': -2368, 'Right_wheel_dist': -2372, 'IMU_roll': 0.00, 'IMU_pitch': -0.05, 'IMU_yaw': 5.34, 'IMU_Acc_x': -0.20, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 10.14, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18654, 'Left_wheel_dist': -2411, 'Right_wheel_dist': -2416, 'IMU_roll': 0.01, 'IMU_pitch': -0.05, 'IMU_yaw': 5.36, 'IMU_Acc_x': -0.32, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18753, 'Left_wheel_dist': -2455, 'Right_wheel_dist': -2461, 'IMU_roll': -0.00, 'IMU_pitch': -0.05, 'IMU_yaw': 5.39, 'IMU_Acc_x': -0.31, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18851, 'Left_wheel_dist': -2496, 'Right_wheel_dist': -2503, 'IMU_roll': -0.00, 'IMU_pitch': -0.06, 'IMU_yaw': 5.43, 'IMU_Acc_x': -0.37, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.64, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18957, 'Left_wheel_dist': -2546, 'Right_wheel_dist': -2544, 'IMU_roll': -0.01, 'IMU_pitch': -0.06, 'IMU_yaw': 5.48, 'IMU_Acc_x': -0.29, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.16, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 19056, 'Left_wheel_dist': -2588, 'Right_wheel_dist': -2583, 'IMU_roll': -0.02, 'IMU_pitch': -0.06, 'IMU_yaw': 5.53, 'IMU_Acc_x': -0.00, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 10.13, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19155, 'Left_wheel_dist': -2636, 'Right_wheel_dist': -2625, 'IMU_roll': -0.03, 'IMU_pitch': -0.06, 'IMU_yaw': 5.57, 'IMU_Acc_x': -0.44, 'IMU_Acc_y': -0.25, 'IMU_Acc_z': 9.54, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19254, 'Left_wheel_dist': -2679, 'Right_wheel_dist': -2669, 'IMU_roll': -0.03, 'IMU_pitch': -0.06, 'IMU_yaw': 5.62, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.61, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19353, 'Left_wheel_dist': -2723, 'Right_wheel_dist': -2706, 'IMU_roll': -0.04, 'IMU_pitch': -0.05, 'IMU_yaw': 5.66, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19451, 'Left_wheel_dist': -2767, 'Right_wheel_dist': -2743, 'IMU_roll': -0.03, 'IMU_pitch': -0.04, 'IMU_yaw': 5.71, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.25, 'IMU_Acc_z': 9.58, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19557, 'Left_wheel_dist': -2812, 'Right_wheel_dist': -2784, 'IMU_roll': -0.02, 'IMU_pitch': -0.04, 'IMU_yaw': 5.76, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.72, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 19656, 'Left_wheel_dist': -2854, 'Right_wheel_dist': -2828, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 5.80, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19756, 'Left_wheel_dist': -2893, 'Right_wheel_dist': -2871, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 5.85, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.22, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 19855, 'Left_wheel_dist': -2935, 'Right_wheel_dist': -2911, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 5.90, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.15, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19954, 'Left_wheel_dist': -2974, 'Right_wheel_dist': -2950, 'IMU_roll': 0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 5.96, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20054, 'Left_wheel_dist': -3015, 'Right_wheel_dist': -2991, 'IMU_roll': 0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 6.01, 'IMU_Acc_x': -0.36, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20152, 'Left_wheel_dist': -3054, 'Right_wheel_dist': -3035, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.06, 'IMU_Acc_x': -0.30, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.60, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20259, 'Left_wheel_dist': -3096, 'Right_wheel_dist': -3081, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.12, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 20359, 'Left_wheel_dist': -3135, 'Right_wheel_dist': -3122, 'IMU_roll': 0.04, 'IMU_pitch': -0.02, 'IMU_yaw': 6.17, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.68, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20458, 'Left_wheel_dist': -3172, 'Right_wheel_dist': -3163, 'IMU_roll': 0.05, 'IMU_pitch': -0.02, 'IMU_yaw': 6.22, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.91, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20557, 'Left_wheel_dist': -3209, 'Right_wheel_dist': -3211, 'IMU_roll': 0.05, 'IMU_pitch': -0.02, 'IMU_yaw': 6.27, 'IMU_Acc_x': -0.32, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20657, 'Left_wheel_dist': -3251, 'Right_wheel_dist': -3259, 'IMU_roll': 0.05, 'IMU_pitch': -0.02, 'IMU_yaw': 0.03, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.59, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20756, 'Left_wheel_dist': -3286, 'Right_wheel_dist': -3301, 'IMU_roll': 0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 0.08, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20855, 'Left_wheel_dist': -3327, 'Right_wheel_dist': -3340, 'IMU_roll': 0.07, 'IMU_pitch': -0.03, 'IMU_yaw': 0.13, 'IMU_Acc_x': -0.30, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20955, 'Left_wheel_dist': -3362, 'Right_wheel_dist': -3384, 'IMU_roll': 0.06, 'IMU_pitch': -0.03, 'IMU_yaw': 0.18, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.32, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21054, 'Left_wheel_dist': -3401, 'Right_wheel_dist': -3427, 'IMU_roll': 0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 0.22, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.97, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21154, 'Left_wheel_dist': -3436, 'Right_wheel_dist': -3469, 'IMU_roll': 0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 0.27, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.16, 'IMU_Acc_z': 10.07, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21254, 'Left_wheel_dist': -3467, 'Right_wheel_dist': -3510, 'IMU_roll': 0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 0.32, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': 0.42, 'IMU_Acc_z': 9.91, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21354, 'Left_wheel_dist': -3495, 'Right_wheel_dist': -3554, 'IMU_roll': 0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 0.38, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': 0.28, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21453, 'Left_wheel_dist': -3523, 'Right_wheel_dist': -3602, 'IMU_roll': 0.07, 'IMU_pitch': -0.02, 'IMU_yaw': 0.44, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': 0.31, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21560, 'Left_wheel_dist': -3547, 'Right_wheel_dist': -3654, 'IMU_roll': 0.08, 'IMU_pitch': -0.02, 'IMU_yaw': 0.50, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': 0.63, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 21659, 'Left_wheel_dist': -3565, 'Right_wheel_dist': -3702, 'IMU_roll': 0.09, 'IMU_pitch': -0.02, 'IMU_yaw': 0.58, 'IMU_Acc_x': -0.17, 'IMU_Acc_y': 0.88, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21758, 'Left_wheel_dist': -3580, 'Right_wheel_dist': -3752, 'IMU_roll': 0.10, 'IMU_pitch': -0.01, 'IMU_yaw': 0.65, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': 0.98, 'IMU_Acc_z': 9.72, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21857, 'Left_wheel_dist': -3593, 'Right_wheel_dist': -3811, 'IMU_roll': 0.08, 'IMU_pitch': -0.01, 'IMU_yaw': 0.73, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.29, 'IMU_Acc_z': 10.03, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21955, 'Left_wheel_dist': -3602, 'Right_wheel_dist': -3868, 'IMU_roll': 0.07, 'IMU_pitch': 0.00, 'IMU_yaw': 0.80, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 10.03, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22054, 'Left_wheel_dist': -3611, 'Right_wheel_dist': -3922, 'IMU_roll': 0.06, 'IMU_pitch': 0.00, 'IMU_yaw': 0.87, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': 0.26, 'IMU_Acc_z': 10.01, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22154, 'Left_wheel_dist': -3619, 'Right_wheel_dist': -3979, 'IMU_roll': 0.04, 'IMU_pitch': 0.02, 'IMU_yaw': 0.93, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22261, 'Left_wheel_dist': -3628, 'Right_wheel_dist': -4042, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 0.98, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 10.03, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 22361, 'Left_wheel_dist': -3634, 'Right_wheel_dist': -4095, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 1.03, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22458, 'Left_wheel_dist': -3641, 'Right_wheel_dist': -4140, 'IMU_roll': 0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 1.06, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22556, 'Left_wheel_dist': -3648, 'Right_wheel_dist': -4191, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 1.09, 'IMU_Acc_x': 0.45, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 10.42, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22656, 'Left_wheel_dist': -3654, 'Right_wheel_dist': -4241, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 1.13, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.58, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 22754, 'Left_wheel_dist': -3663, 'Right_wheel_dist': -4289, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 1.16, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22861, 'Left_wheel_dist': -3669, 'Right_wheel_dist': -4339, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.19, 'IMU_Acc_x': 0.11, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 10.08, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 22961, 'Left_wheel_dist': -3678, 'Right_wheel_dist': -4393, 'IMU_roll': -0.01, 'IMU_pitch': 0.07, 'IMU_yaw': 1.21, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.89, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 23059, 'Left_wheel_dist': -3687, 'Right_wheel_dist': -4443, 'IMU_roll': -0.01, 'IMU_pitch': 0.07, 'IMU_yaw': 1.24, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.73, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23158, 'Left_wheel_dist': -3696, 'Right_wheel_dist': -4491, 'IMU_roll': -0.01, 'IMU_pitch': 0.07, 'IMU_yaw': 1.27, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.88, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23257, 'Left_wheel_dist': -3709, 'Right_wheel_dist': -4533, 'IMU_roll': -0.02, 'IMU_pitch': 0.06, 'IMU_yaw': 1.29, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.50, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23355, 'Left_wheel_dist': -3724, 'Right_wheel_dist': -4581, 'IMU_roll': -0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 1.31, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.51, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23461, 'Left_wheel_dist': -3744, 'Right_wheel_dist': -4629, 'IMU_roll': -0.04, 'IMU_pitch': 0.06, 'IMU_yaw': 1.32, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.42, 'IMU_Acc_z': 9.06, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 23560, 'Left_wheel_dist': -3765, 'Right_wheel_dist': -4668, 'IMU_roll': -0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 1.32, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.32, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23659, 'Left_wheel_dist': -3791, 'Right_wheel_dist': -4705, 'IMU_roll': -0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 1.31, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.49, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23759, 'Left_wheel_dist': -3822, 'Right_wheel_dist': -4740, 'IMU_roll': -0.05, 'IMU_pitch': 0.04, 'IMU_yaw': 1.30, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23859, 'Left_wheel_dist': -3850, 'Right_wheel_dist': -4777, 'IMU_roll': -0.04, 'IMU_pitch': 0.03, 'IMU_yaw': 1.29, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.27, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23958, 'Left_wheel_dist': -3881, 'Right_wheel_dist': -4816, 'IMU_roll': -0.04, 'IMU_pitch': 0.02, 'IMU_yaw': 1.27, 'IMU_Acc_x': -0.37, 'IMU_Acc_y': -0.32, 'IMU_Acc_z': 9.68, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24057, 'Left_wheel_dist': -3918, 'Right_wheel_dist': -4849, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 1.26, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24157, 'Left_wheel_dist': -3953, 'Right_wheel_dist': -4884, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 1.24, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24256, 'Left_wheel_dist': -3990, 'Right_wheel_dist': -4914, 'IMU_roll': -0.02, 'IMU_pitch': 0.00, 'IMU_yaw': 1.23, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.60, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24356, 'Left_wheel_dist': -4029, 'Right_wheel_dist': -4949, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 1.22, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24456, 'Left_wheel_dist': -4064, 'Right_wheel_dist': -4986, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 1.22, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.97, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24557, 'Left_wheel_dist': -4103, 'Right_wheel_dist': -5026, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 1.22, 'IMU_Acc_x': -0.39, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.98, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24656, 'Left_wheel_dist': -4140, 'Right_wheel_dist': -5061, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 1.23, 'IMU_Acc_x': -0.17, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.60, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24756, 'Left_wheel_dist': -4180, 'Right_wheel_dist': -5098, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 1.25, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24864, 'Left_wheel_dist': -4221, 'Right_wheel_dist': -5139, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 1.27, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 24964, 'Left_wheel_dist': -4256, 'Right_wheel_dist': -5183, 'IMU_roll': 0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 1.30, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25062, 'Left_wheel_dist': -4293, 'Right_wheel_dist': -5226, 'IMU_roll': 0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 1.33, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.64, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25161, 'Left_wheel_dist': -4330, 'Right_wheel_dist': -5266, 'IMU_roll': 0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 1.36, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.91, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25261, 'Left_wheel_dist': -4367, 'Right_wheel_dist': -5305, 'IMU_roll': 0.01, 'IMU_pitch': -0.05, 'IMU_yaw': 1.40, 'IMU_Acc_x': -0.32, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.55, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25359, 'Left_wheel_dist': -4406, 'Right_wheel_dist': -5346, 'IMU_roll': -0.00, 'IMU_pitch': -0.04, 'IMU_yaw': 1.44, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.69, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25459, 'Left_wheel_dist': -4443, 'Right_wheel_dist': -5394, 'IMU_roll': -0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 1.49, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25560, 'Left_wheel_dist': -4483, 'Right_wheel_dist': -5438, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 1.53, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.95, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 25658, 'Left_wheel_dist': -4524, 'Right_wheel_dist': -5481, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 1.56, 'IMU_Acc_x': -0.20, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.70, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25758, 'Left_wheel_dist': -4563, 'Right_wheel_dist': -5525, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 1.60, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 10.05, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25859, 'Left_wheel_dist': -4605, 'Right_wheel_dist': -5573, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 1.64, 'IMU_Acc_x': -0.01, 'IMU_Acc_y': 0.15, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25958, 'Left_wheel_dist': -4642, 'Right_wheel_dist': -5621, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 1.67, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26058, 'Left_wheel_dist': -4679, 'Right_wheel_dist': -5662, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 1.69, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26159, 'Left_wheel_dist': -4718, 'Right_wheel_dist': -5702, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 1.70, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': -0.29, 'IMU_Acc_z': 9.67, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26259, 'Left_wheel_dist': -4753, 'Right_wheel_dist': -5743, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 1.70, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26358, 'Left_wheel_dist': -4790, 'Right_wheel_dist': -5785, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.69, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26459, 'Left_wheel_dist': -4827, 'Right_wheel_dist': -5826, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.69, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': 0.22, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26559, 'Left_wheel_dist': -4862, 'Right_wheel_dist': -5865, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.69, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
