Tue Aug  4 14:59:42 2020
Program 4: 60s Stillstand
{'Time': 9646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 2.85, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 1135}
{'Time': 18156, 'Left_wheel_dist': 2597, 'Right_wheel_dist': 2642, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 2.51, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.21, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 18255, 'Left_wheel_dist': 2642, 'Right_wheel_dist': 2684, 'IMU_roll': 0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 2.60, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18362, 'Left_wheel_dist': 2686, 'Right_wheel_dist': 2732, 'IMU_roll': 0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 2.71, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 18461, 'Left_wheel_dist': 2727, 'Right_wheel_dist': 2775, 'IMU_roll': 0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 2.80, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18561, 'Left_wheel_dist': 2764, 'Right_wheel_dist': 2815, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 2.89, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.90, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 18659, 'Left_wheel_dist': 2802, 'Right_wheel_dist': 2849, 'IMU_roll': 0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 2.98, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18758, 'Left_wheel_dist': 2839, 'Right_wheel_dist': 2884, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 3.07, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.68, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18857, 'Left_wheel_dist': 2869, 'Right_wheel_dist': 2919, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 3.09, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.42, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 18956, 'Left_wheel_dist': 2900, 'Right_wheel_dist': 2954, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.12, 'IMU_Acc_x': -0.48, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 10.08, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19056, 'Left_wheel_dist': 2928, 'Right_wheel_dist': 2983, 'IMU_roll': 0.03, 'IMU_pitch': -0.05, 'IMU_yaw': 3.18, 'IMU_Acc_x': -0.36, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19156, 'Left_wheel_dist': 2950, 'Right_wheel_dist': 3000, 'IMU_roll': 0.01, 'IMU_pitch': -0.05, 'IMU_yaw': 3.22, 'IMU_Acc_x': -0.51, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19256, 'Left_wheel_dist': 2967, 'Right_wheel_dist': 3013, 'IMU_roll': 0.02, 'IMU_pitch': -0.05, 'IMU_yaw': 3.28, 'IMU_Acc_x': -0.44, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 19361, 'Left_wheel_dist': 2980, 'Right_wheel_dist': 3020, 'IMU_roll': -0.00, 'IMU_pitch': -0.03, 'IMU_yaw': 3.26, 'IMU_Acc_x': -0.39, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 19461, 'Left_wheel_dist': 2989, 'Right_wheel_dist': 3020, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.31, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 19558, 'Left_wheel_dist': 2998, 'Right_wheel_dist': 3020, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.34, 'IMU_Acc_x': 0.11, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19656, 'Left_wheel_dist': 3009, 'Right_wheel_dist': 3022, 'IMU_roll': 0.05, 'IMU_pitch': 0.02, 'IMU_yaw': 3.36, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.25, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19763, 'Left_wheel_dist': 3024, 'Right_wheel_dist': 3022, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.48, 'IMU_Acc_y': 0.34, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 19861, 'Left_wheel_dist': 3046, 'Right_wheel_dist': 3024, 'IMU_roll': 0.08, 'IMU_pitch': 0.04, 'IMU_yaw': 3.46, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': 0.64, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 19958, 'Left_wheel_dist': 3070, 'Right_wheel_dist': 3022, 'IMU_roll': 0.05, 'IMU_pitch': 0.04, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': 0.63, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20057, 'Left_wheel_dist': 3105, 'Right_wheel_dist': 3022, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 3.64, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 9.68, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20163, 'Left_wheel_dist': 3144, 'Right_wheel_dist': 3017, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 20261, 'Left_wheel_dist': 3179, 'Right_wheel_dist': 3015, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': -0.29, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20360, 'Left_wheel_dist': 3218, 'Right_wheel_dist': 3013, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.94, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.70, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 20458, 'Left_wheel_dist': 3251, 'Right_wheel_dist': 3011, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.04, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20564, 'Left_wheel_dist': 3290, 'Right_wheel_dist': 3006, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 4.13, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 20662, 'Left_wheel_dist': 3325, 'Right_wheel_dist': 3002, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 4.21, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20759, 'Left_wheel_dist': 3358, 'Right_wheel_dist': 2998, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 4.30, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20858, 'Left_wheel_dist': 3392, 'Right_wheel_dist': 2991, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 4.38, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': -0.21, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 20964, 'Left_wheel_dist': 3427, 'Right_wheel_dist': 2985, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.47, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 21063, 'Left_wheel_dist': 3460, 'Right_wheel_dist': 2976, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.56, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21163, 'Left_wheel_dist': 3495, 'Right_wheel_dist': 2969, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.64, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21260, 'Left_wheel_dist': 3530, 'Right_wheel_dist': 2963, 'IMU_roll': -0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.72, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.39, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21359, 'Left_wheel_dist': 3560, 'Right_wheel_dist': 2956, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 4.80, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21458, 'Left_wheel_dist': 3593, 'Right_wheel_dist': 2950, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 4.88, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': 0.51, 'IMU_Acc_z': 9.47, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21565, 'Left_wheel_dist': 3628, 'Right_wheel_dist': 2941, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.10, 'IMU_Acc_y': -0.44, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 21664, 'Left_wheel_dist': 3658, 'Right_wheel_dist': 2932, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.06, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 21764, 'Left_wheel_dist': 3691, 'Right_wheel_dist': 2924, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 5.13, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21861, 'Left_wheel_dist': 3722, 'Right_wheel_dist': 2915, 'IMU_roll': 0.05, 'IMU_pitch': 0.04, 'IMU_yaw': 5.22, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': 0.30, 'IMU_Acc_z': 9.67, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 21960, 'Left_wheel_dist': 3754, 'Right_wheel_dist': 2902, 'IMU_roll': 0.04, 'IMU_pitch': 0.04, 'IMU_yaw': 5.30, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': -0.49, 'IMU_Acc_z': 9.73, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22066, 'Left_wheel_dist': 3791, 'Right_wheel_dist': 2887, 'IMU_roll': 0.05, 'IMU_pitch': 0.05, 'IMU_yaw': 5.41, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 10.49, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 22164, 'Left_wheel_dist': 3829, 'Right_wheel_dist': 2869, 'IMU_roll': 0.07, 'IMU_pitch': 0.05, 'IMU_yaw': 5.52, 'IMU_Acc_x': 0.61, 'IMU_Acc_y': 0.61, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22262, 'Left_wheel_dist': 3866, 'Right_wheel_dist': 2852, 'IMU_roll': 0.06, 'IMU_pitch': 0.06, 'IMU_yaw': 5.63, 'IMU_Acc_x': 0.65, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22361, 'Left_wheel_dist': 3907, 'Right_wheel_dist': 2834, 'IMU_roll': 0.05, 'IMU_pitch': 0.06, 'IMU_yaw': 5.74, 'IMU_Acc_x': 0.57, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22459, 'Left_wheel_dist': 3946, 'Right_wheel_dist': 2819, 'IMU_roll': 0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 5.85, 'IMU_Acc_x': 0.48, 'IMU_Acc_y': -0.35, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22566, 'Left_wheel_dist': 3988, 'Right_wheel_dist': 2806, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 5.95, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': -0.43, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 22665, 'Left_wheel_dist': 4025, 'Right_wheel_dist': 2795, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 6.05, 'IMU_Acc_x': 0.38, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22764, 'Left_wheel_dist': 4062, 'Right_wheel_dist': 2784, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 6.14, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.47, 'IMU_Acc_z': 9.97, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 22863, 'Left_wheel_dist': 4101, 'Right_wheel_dist': 2775, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 6.23, 'IMU_Acc_x': 0.46, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 22963, 'Left_wheel_dist': 4136, 'Right_wheel_dist': 2767, 'IMU_roll': 0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 0.03, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.65, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 23062, 'Left_wheel_dist': 4175, 'Right_wheel_dist': 2758, 'IMU_roll': 0.03, 'IMU_pitch': 0.05, 'IMU_yaw': 0.11, 'IMU_Acc_x': 0.90, 'IMU_Acc_y': 0.76, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23162, 'Left_wheel_dist': 4228, 'Right_wheel_dist': 2747, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 0.20, 'IMU_Acc_x': 0.74, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23262, 'Left_wheel_dist': 4273, 'Right_wheel_dist': 2736, 'IMU_roll': 0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 0.28, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23361, 'Left_wheel_dist': 4324, 'Right_wheel_dist': 2727, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.37, 'IMU_Acc_x': 0.60, 'IMU_Acc_y': -0.36, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23460, 'Left_wheel_dist': 4369, 'Right_wheel_dist': 2719, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 0.43, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': -0.36, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23566, 'Left_wheel_dist': 4419, 'Right_wheel_dist': 2710, 'IMU_roll': -0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 0.50, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.70, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 23665, 'Left_wheel_dist': 4465, 'Right_wheel_dist': 2699, 'IMU_roll': 0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 0.56, 'IMU_Acc_x': 0.49, 'IMU_Acc_y': -0.42, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 23763, 'Left_wheel_dist': 4511, 'Right_wheel_dist': 2688, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.60, 'IMU_Acc_x': 0.56, 'IMU_Acc_y': -0.72, 'IMU_Acc_z': 10.03, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23861, 'Left_wheel_dist': 4553, 'Right_wheel_dist': 2679, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.64, 'IMU_Acc_x': 0.49, 'IMU_Acc_y': -0.41, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 23966, 'Left_wheel_dist': 4603, 'Right_wheel_dist': 2671, 'IMU_roll': -0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 0.69, 'IMU_Acc_x': 0.67, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 24065, 'Left_wheel_dist': 4648, 'Right_wheel_dist': 2660, 'IMU_roll': -0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 0.73, 'IMU_Acc_x': 0.63, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24162, 'Left_wheel_dist': 4703, 'Right_wheel_dist': 2649, 'IMU_roll': -0.01, 'IMU_pitch': 0.07, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.92, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24261, 'Left_wheel_dist': 4753, 'Right_wheel_dist': 2638, 'IMU_roll': -0.03, 'IMU_pitch': 0.08, 'IMU_yaw': 0.82, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': -0.68, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24368, 'Left_wheel_dist': 4810, 'Right_wheel_dist': 2629, 'IMU_roll': -0.04, 'IMU_pitch': 0.09, 'IMU_yaw': 0.87, 'IMU_Acc_x': 0.55, 'IMU_Acc_y': -0.39, 'IMU_Acc_z': 9.65, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 24466, 'Left_wheel_dist': 4858, 'Right_wheel_dist': 2621, 'IMU_roll': -0.05, 'IMU_pitch': 0.09, 'IMU_yaw': 0.91, 'IMU_Acc_x': 0.59, 'IMU_Acc_y': -0.50, 'IMU_Acc_z': 9.48, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24564, 'Left_wheel_dist': 4908, 'Right_wheel_dist': 2614, 'IMU_roll': -0.06, 'IMU_pitch': 0.10, 'IMU_yaw': 0.95, 'IMU_Acc_x': 0.48, 'IMU_Acc_y': -0.59, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24663, 'Left_wheel_dist': 4954, 'Right_wheel_dist': 2612, 'IMU_roll': -0.07, 'IMU_pitch': 0.10, 'IMU_yaw': 0.99, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': -0.89, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 24761, 'Left_wheel_dist': 5000, 'Right_wheel_dist': 2612, 'IMU_roll': -0.07, 'IMU_pitch': 0.11, 'IMU_yaw': 1.03, 'IMU_Acc_x': 0.56, 'IMU_Acc_y': -0.65, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 24866, 'Left_wheel_dist': 5043, 'Right_wheel_dist': 2614, 'IMU_roll': -0.06, 'IMU_pitch': 0.10, 'IMU_yaw': 1.06, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.40, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 24965, 'Left_wheel_dist': 5087, 'Right_wheel_dist': 2616, 'IMU_roll': -0.05, 'IMU_pitch': 0.09, 'IMU_yaw': 1.10, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.86, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25062, 'Left_wheel_dist': 5126, 'Right_wheel_dist': 2621, 'IMU_roll': -0.04, 'IMU_pitch': 0.09, 'IMU_yaw': 1.14, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25167, 'Left_wheel_dist': 5174, 'Right_wheel_dist': 2623, 'IMU_roll': -0.04, 'IMU_pitch': 0.09, 'IMU_yaw': 1.19, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 25266, 'Left_wheel_dist': 5215, 'Right_wheel_dist': 2627, 'IMU_roll': -0.04, 'IMU_pitch': 0.08, 'IMU_yaw': 1.23, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.73, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25364, 'Left_wheel_dist': 5257, 'Right_wheel_dist': 2631, 'IMU_roll': -0.04, 'IMU_pitch': 0.07, 'IMU_yaw': 1.27, 'IMU_Acc_x': 0.25, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25462, 'Left_wheel_dist': 5298, 'Right_wheel_dist': 2638, 'IMU_roll': -0.03, 'IMU_pitch': 0.08, 'IMU_yaw': 1.31, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.64, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25569, 'Left_wheel_dist': 5340, 'Right_wheel_dist': 2645, 'IMU_roll': -0.04, 'IMU_pitch': 0.07, 'IMU_yaw': 1.34, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': -0.55, 'IMU_Acc_z': 10.01, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 25668, 'Left_wheel_dist': 5381, 'Right_wheel_dist': 2653, 'IMU_roll': -0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 1.38, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.41, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 25766, 'Left_wheel_dist': 5414, 'Right_wheel_dist': 2660, 'IMU_roll': -0.02, 'IMU_pitch': 0.06, 'IMU_yaw': 1.42, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 9.66, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25864, 'Left_wheel_dist': 5449, 'Right_wheel_dist': 2664, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.46, 'IMU_Acc_x': 0.47, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.54, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 25963, 'Left_wheel_dist': 5486, 'Right_wheel_dist': 2671, 'IMU_roll': -0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.51, 'IMU_Acc_x': 0.56, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26062, 'Left_wheel_dist': 5527, 'Right_wheel_dist': 2677, 'IMU_roll': 0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 1.56, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26168, 'Left_wheel_dist': 5577, 'Right_wheel_dist': 2684, 'IMU_roll': -0.00, 'IMU_pitch': 0.06, 'IMU_yaw': 1.62, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 26267, 'Left_wheel_dist': 5621, 'Right_wheel_dist': 2688, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.69, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26365, 'Left_wheel_dist': 5671, 'Right_wheel_dist': 2688, 'IMU_roll': -0.00, 'IMU_pitch': 0.05, 'IMU_yaw': 1.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26463, 'Left_wheel_dist': 5715, 'Right_wheel_dist': 2688, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 1.83, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': -0.71, 'IMU_Acc_z': 9.94, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26569, 'Left_wheel_dist': 5756, 'Right_wheel_dist': 2688, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 1.90, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.40, 'IMU_Acc_z': 9.56, 'Loop_dt': 18, 'Acc_Accu': 10}
